,V,DIS,NKE,ORCL,CAT,META,AAPL,AMZN,NFLX,MSFT,GOOG,HSY,STZ,ALGN,XEL,PPL,MAR,LVS,LEN,BBY,LUV,WING,FRPT,PEGA,OLED,XPO,TREX,MOS,OLLI,DKS,VIRT,JBLU
V,0.0009131167599045532,0.0006364697701028597,0.0006330526198147934,0.0005208963696610703,0.0004672839324649561,0.000636068560941474,0.000617790156747231,0.0005595262203560672,0.0006278125379892713,0.0005338197025569542,0.0005382774979321158,0.00026255261250410564,0.000566206450805683,0.0008930681588449083,0.00033504208777968567,0.0004442089563375057,0.0007908638628236264,0.0006362011977011605,0.0006961336543063493,0.0006116862135588652,0.0007406085004243903,0.0007619316509194534,0.0006486169720824579,0.0008436565477359711,0.0007389628673583606,0.0010030984634471563,0.0008450696801286072,0.0005234315238952106,0.0004802949973857832,0.0007173295862595685,0.00017498687223512662,0.000954326000966809
DIS,0.0006364697701028597,0.001400553985455142,0.0007578893661239653,0.0005631126401568143,0.0006582300108189747,0.0006495282147605152,0.0005733081397333107,0.0006447723854917323,0.0007629909753565621,0.0005111075703957869,0.000532410890304762,0.00023961384296670882,0.0005107575719451457,0.0010577542013405544,0.00028033282811731246,0.0004928864431762922,0.0009146322551007681,0.0007428694238148556,0.000687810529547228,0.0007650385228937267,0.0009010226404291031,0.0007686178415021082,0.0007006100543788897,0.0008060737336016431,0.0008543635376213731,0.001127876897136036,0.0008502593835802992,0.0009107284162805262,0.0005044510866916307,0.0009208450636414348,0.000288647029614678,0.0012425618710503448
NKE,0.0006330526198147934,0.0007578893661239653,0.0018477715427706422,0.000498221878919653,0.0006283084787710043,0.000615863611934915,0.000672195382394745,0.0005939893528497876,0.0006797975541085992,0.0005496542205593066,0.0005694251809904003,0.0002788749126081606,0.0007152956403464852,0.001177804492851657,0.0003828798733732187,0.0005257707773299083,0.0007164862066766009,0.0007311430933382234,0.0009216898863370369,0.0010614523535156441,0.0007436756217468666,0.0008124245067059704,0.0008196806722645911,0.0008305499083748713,0.0008371214722968417,0.0010686359963174776,0.0011049074844318037,0.0006087641744418615,0.0006605550773972805,0.001272538755398861,0.00017664343996350216,0.001073515501672802
ORCL,0.0005208963696610703,0.0005631126401568143,0.000498221878919653,0.0017380061809444602,0.0006327254799790381,0.0006878501636813019,0.0005138261579741252,0.0006560726276270032,0.0008974904790436098,0.0007189427943062695,0.0005931996548425553,0.0001596021610167169,0.0003440808466858112,0.0006656632181928538,0.00019621531633614328,0.00028299514862404766,0.0005664922984496184,0.00045528209912772154,0.0004500348928436067,0.0005040485491332157,0.0004347022957302528,0.0006169952265852727,0.0004973174105439033,0.0008486097898131365,0.0008316110487083627,0.0008384777227968082,0.0006609308975565577,0.0005493510375577437,0.0004852769299977977,0.0006941808768526879,8.845261000152753e-05,0.0005789003883520456
CAT,0.0004672839324649561,0.0006582300108189747,0.0006283084787710043,0.0006327254799790381,0.0017601847181233842,0.00042403529947700723,0.00042227800179091355,0.000504593276940285,0.0006085237088852926,0.00037664402415296693,0.0004786281135207256,0.0002240476745030594,0.000555974498649349,0.0010492129183937969,0.00018991531845936007,0.0004230505335219761,0.0008958532514070143,0.0008516109638875137,0.000702856344930151,0.0007859761096728387,0.0009683124905235861,0.0005134352324807713,0.000692701256365783,0.0006797839608453767,0.0009094698586506603,0.001415946925813993,0.0008840901315535829,0.0012985104066244677,0.0005238797573340489,0.0008882163723317206,0.0003439214046490228,0.00116944555937099
META,0.000636068560941474,0.0006495282147605152,0.000615863611934915,0.0006878501636813019,0.00042403529947700723,0.0024319478919322037,0.0007761928748743746,0.0010591179373782016,0.0011470148440668932,0.0008955523365988148,0.0009662397013526628,0.00012401986611593557,0.00046707313021946843,0.0013710064272682658,0.00016973739270249874,0.0003036198379402458,0.0007696900518473156,0.000913263558468993,0.0007252890719207774,0.0007668800195171792,0.0005987544237838995,0.0008886829939826898,0.0005950165169476936,0.001121624741269365,0.000979971344694845,0.0010660011465186798,0.000916072697911087,0.0004949567946078997,0.0006383098978313244,0.0008076571189555394,9.389064722322241e-05,0.0009192778297186041
AAPL,0.000617790156747231,0.0005733081397333107,0.000672195382394745,0.0005138261579741252,0.00042227800179091355,0.0007761928748743746,0.0014901072188554356,0.0007525662088800883,0.0008735974789411975,0.0007069295116537669,0.000798025463819728,0.0003149671542136532,0.0005222663825159264,0.001064614652634231,0.0003145293538118074,0.00042083854946701663,0.0006835684537865504,0.000643000007992518,0.0007940902180476387,0.0008541202840722859,0.000557069658651335,0.0008536254962759695,0.0006654626048563016,0.0008594524801653437,0.001094758161711535,0.0010016685195838395,0.0009005480880658481,0.00044121238237362876,0.0005307852368704402,0.0007205066518914872,0.00012672918632826864,0.0008246804930197251
AMZN,0.0005595262203560672,0.0006447723854917323,0.0005939893528497876,0.0006560726276270032,0.000504593276940285,0.0010591179373782016,0.0007525662088800883,0.0017276315342889806,0.0013221049081339413,0.0008703976793295891,0.000947316668825643,5.509465337546541e-05,0.0004290342919897797,0.0011358590757997006,0.00011884479435324983,0.00017576240611746514,0.000662216780954951,0.0006832020464459077,0.0005615577274037098,0.0007008371947600816,0.00044297669914009974,0.0008446642113950489,0.000839629829443759,0.0010546433240928251,0.0008942164809494395,0.0009415873823888715,0.0009702167409608852,0.0004259624646677948,0.0005866216132565645,0.0006017841195170868,0.00021737002789587207,0.0006361804196272904
NFLX,0.0006278125379892713,0.0007629909753565621,0.0006797975541085992,0.0008974904790436098,0.0006085237088852926,0.0011470148440668932,0.0008735974789411975,0.0013221049081339413,0.0033883583791364785,0.0009191065176376634,0.0009467657852587435,8.35802170403367e-05,0.00044546504599583375,0.0009623960128277192,7.952257884986568e-05,0.00021338622942100778,0.0007033099653761544,0.0006860717868554715,0.0005453065610582257,0.0007800899145671954,0.0004393553421456915,0.0009927292443272268,0.0008959364692249473,0.00118289800459151,0.001079102899823999,0.0009463418494680672,0.0009588024164711545,0.0005788052036527573,0.0006717579744839572,0.0005807401406879401,0.00030251617303626047,0.0007728116729629754
MSFT,0.0005338197025569542,0.0005111075703957869,0.0005496542205593066,0.0007189427943062695,0.00037664402415296693,0.0008955523365988148,0.0007069295116537669,0.0008703976793295891,0.0009191065176376634,0.0010528555627917053,0.0007811755222235218,0.00022240430100021585,0.00042756873842062144,0.0008661136750018603,0.00024669689544513213,0.0002895264829834491,0.0005539126774541347,0.00047424989622415716,0.000550611836499426,0.0005856286322312659,0.0003582615227434434,0.0008172437204685296,0.0006174855449211321,0.0008642396340268846,0.0008435633429639995,0.0007996503086674176,0.0007549807336319826,0.0003711896803188659,0.0004656558844088338,0.0005303950645588205,0.0001261317562233074,0.0005950667034456415
GOOG,0.0005382774979321158,0.000532410890304762,0.0005694251809904003,0.0005931996548425553,0.0004786281135207256,0.0009662397013526628,0.000798025463819728,0.000947316668825643,0.0009467657852587435,0.0007811755222235218,0.0014233497261605796,0.00018938689551379524,0.0004353485081998227,0.001096486980912696,0.00018052084072713557,0.0002620206823246138,0.0006475155495746262,0.0006633157723951058,0.0006332673275104394,0.0006260472114679783,0.00045430544399037643,0.0006385550481142478,0.0005845875630735352,0.0008238617627163931,0.0008469520332848605,0.000989667434156609,0.0008044402732922062,0.00045698707349172785,0.0005434284156124511,0.0006904453256322599,4.77727584826747e-05,0.0006567592287223359
HSY,0.00026255261250410564,0.00023961384296670882,0.0002788749126081606,0.0001596021610167169,0.0002240476745030594,0.00012401986611593557,0.0003149671542136532,5.509465337546541e-05,8.35802170403367e-05,0.00022240430100021585,0.00018938689551379524,0.0009087441221473562,0.00047376556026718796,0.00030239899384552774,0.00040789537488180564,0.00040725256132018324,0.00021509215998267864,0.00016711543449715436,0.00044096664721804423,0.00035781522295877616,0.000245181586357393,0.0003586794928577276,0.00031829644140611406,0.0001359157901081283,0.0003005565271967021,0.0003530934383702502,0.0003191222821769447,0.00019985048749310698,0.00021477615179476284,0.0003907798157670837,0.00011993717416764568,0.0004419590662482508
STZ,0.000566206450805683,0.0005107575719451457,0.0007152956403464852,0.0003440808466858112,0.000555974498649349,0.00046707313021946843,0.0005222663825159264,0.0004290342919897797,0.00044546504599583375,0.00042756873842062144,0.0004353485081998227,0.00047376556026718796,0.0014787521032040923,0.0009659079490689075,0.00043320711981426627,0.0006551532331743975,0.0008010494707759211,0.0006334880574861138,0.0008923537688338595,0.0008022566593326899,0.0007586927993948027,0.0008118022938320718,0.0006677151573255094,0.0006697698487859276,0.000673488060014385,0.0009204227694811106,0.0009335478249095892,0.000720162094901832,0.0005902057020500961,0.0009688643241262468,0.0002735626686754838,0.0010046592218199042
ALGN,0.0008930681588449083,0.0010577542013405544,0.001177804492851657,0.0006656632181928538,0.0010492129183937969,0.0013710064272682658,0.001064614652634231,0.0011358590757997006,0.0009623960128277192,0.0008661136750018603,0.001096486980912696,0.00030239899384552774,0.0009659079490689075,0.004449125891182348,0.0004556760299539212,0.0007784362634525108,0.001434719981261593,0.001309597559751357,0.0013465565617076763,0.001278959936971295,0.0013608715007283635,0.0011140748804188598,0.0011480323441571058,0.001418997261221142,0.001539426764371263,0.0021520566773517505,0.001988172856716778,0.0011922764105627604,0.000897308116804548,0.0015651648379891824,0.00027151486128652516,0.0018958450603446904
XEL,0.00033504208777968567,0.00028033282811731246,0.0003828798733732187,0.00019621531633614328,0.00018991531845936007,0.00016973739270249874,0.0003145293538118074,0.00011884479435324983,7.952257884986568e-05,0.00024669689544513213,0.00018052084072713557,0.00040789537488180564,0.00043320711981426627,0.0004556760299539212,0.0008948892429144162,0.0007754114538320503,0.00029209995023279743,0.00020099244513227776,0.0005302506989433859,0.00037501177927825295,0.0003402449536353326,0.0004101253944944168,0.00017463215841827658,0.00027009184241546136,0.00029339340425003425,0.0003759268714163371,0.00036644868697332633,0.00026108184326940757,0.0002643615888263504,0.0004970804030438297,0.00018347451284730402,0.0004659719421244103
PPL,0.0004442089563375057,0.0004928864431762922,0.0005257707773299083,0.00028299514862404766,0.0004230505335219761,0.0003036198379402458,0.00042083854946701663,0.00017576240611746514,0.00021338622942100778,0.0002895264829834491,0.0002620206823246138,0.00040725256132018324,0.0006551532331743975,0.0007784362634525108,0.0007754114538320503,0.0012400605580854375,0.0006746966488210218,0.0004906601850937024,0.0007778324055206544,0.0006367584381684131,0.0006811202898296653,0.0005715999238353653,0.000334004790849635,0.000503997611096733,0.0005299642816295886,0.0007678754298467215,0.0006132137973428845,0.0005533768119817269,0.0003770239361424582,0.0008835804338566637,0.00020149116545892286,0.0010209098676754015
MAR,0.0007908638628236264,0.0009146322551007681,0.0007164862066766009,0.0005664922984496184,0.0008958532514070143,0.0007696900518473156,0.0006835684537865504,0.000662216780954951,0.0007033099653761544,0.0005539126774541347,0.0006475155495746262,0.00021509215998267864,0.0008010494707759211,0.001434719981261593,0.00029209995023279743,0.0006746966488210218,0.0020712480144123194,0.0012661254011263284,0.001086267806811938,0.0009502185104908029,0.0013432974257695496,0.0008496334420704605,0.0008521131703871138,0.0011268341852126355,0.0010542201828385362,0.0017054474878955585,0.0011092740156308629,0.0012032998936489403,0.000571641705625046,0.0012659996829909217,0.00017963532038395728,0.0018476275369930298
LVS,0.0006362011977011605,0.0007428694238148556,0.0007311430933382234,0.00045528209912772154,0.0008516109638875137,0.000913263558468993,0.000643000007992518,0.0006832020464459077,0.0006860717868554715,0.00047424989622415716,0.0006633157723951058,0.00016711543449715436,0.0006334880574861138,0.001309597559751357,0.00020099244513227776,0.0004906601850937024,0.0012661254011263284,0.002594440860667656,0.0008324553327854168,0.0007742533457680649,0.0009754389569753978,0.0006157941866501891,0.0006457588947251357,0.0010860736939942346,0.0008931579926825204,0.0014053998421016726,0.0008885271690208805,0.000995759334207238,0.0003535097231056414,0.0010162685222164863,0.0001745634481154667,0.001455011837440614
LEN,0.0006961336543063493,0.000687810529547228,0.0009216898863370369,0.0004500348928436067,0.000702856344930151,0.0007252890719207774,0.0007940902180476387,0.0005615577274037098,0.0005453065610582257,0.000550611836499426,0.0006332673275104394,0.00044096664721804423,0.0008923537688338595,0.0013465565617076763,0.0005302506989433859,0.0007778324055206544,0.001086267806811938,0.0008324553327854168,0.0024982589006828063,0.001149504232836784,0.000988844578753865,0.0012003967807059192,0.0008855080528548057,0.0011637157322111535,0.0011555469597174768,0.0015341312682284683,0.0018756830411662793,0.0007747827607955202,0.0007474954168711817,0.0015857777822482744,0.00038366209176513065,0.0015031083175158432
BBY,0.0006116862135588652,0.0007650385228937267,0.0010614523535156441,0.0005040485491332157,0.0007859761096728387,0.0007668800195171792,0.0008541202840722859,0.0007008371947600816,0.0007800899145671954,0.0005856286322312659,0.0006260472114679783,0.00035781522295877616,0.0008022566593326899,0.001278959936971295,0.00037501177927825295,0.0006367584381684131,0.0009502185104908029,0.0007742533457680649,0.001149504232836784,0.002632416394738266,0.0009290696154264426,0.0010999071569262233,0.0009267983908189838,0.0011144351450250935,0.0010502455847117226,0.0014037172258276232,0.0012706851749560266,0.000939037318286624,0.0010784435648795803,0.0018161217365117313,0.0003659293342855389,0.0014701032263474726
LUV,0.0007406085004243903,0.0009010226404291031,0.0007436756217468666,0.0004347022957302528,0.0009683124905235861,0.0005987544237838995,0.000557069658651335,0.00044297669914009974,0.0004393553421456915,0.0003582615227434434,0.00045430544399037643,0.000245181586357393,0.0007586927993948027,0.0013608715007283635,0.0003402449536353326,0.0006811202898296653,0.0013432974257695496,0.0009754389569753978,0.000988844578753865,0.0009290696154264426,0.002597481360248261,0.0005382432154021422,0.0007002021532159634,0.001010559122339243,0.0009312418712801077,0.0016048521478839225,0.0009747538875780812,0.0011484071289637173,0.000406214408566776,0.001212146422721215,0.00024211513222978414,0.002448911575688918
WING,0.0007619316509194534,0.0007686178415021082,0.0008124245067059704,0.0006169952265852727,0.0005134352324807713,0.0008886829939826898,0.0008536254962759695,0.0008446642113950489,0.0009927292443272268,0.0008172437204685296,0.0006385550481142478,0.0003586794928577276,0.0008118022938320718,0.0011140748804188598,0.0004101253944944168,0.0005715999238353653,0.0008496334420704605,0.0006157941866501891,0.0012003967807059192,0.0010999071569262233,0.0005382432154021422,0.0040220933734665745,0.001514696531757963,0.001301840274856108,0.0012761889193130928,0.001487421986093779,0.0015088394231851437,0.0005371189175630762,0.0011555884376501413,0.0012909560017402941,0.00018435231969857822,0.0011052841321654969
FRPT,0.0006486169720824579,0.0007006100543788897,0.0008196806722645911,0.0004973174105439033,0.000692701256365783,0.0005950165169476936,0.0006654626048563016,0.000839629829443759,0.0008959364692249473,0.0006174855449211321,0.0005845875630735352,0.00031829644140611406,0.0006677151573255094,0.0011480323441571058,0.00017463215841827658,0.000334004790849635,0.0008521131703871138,0.0006457588947251357,0.0008855080528548057,0.0009267983908189838,0.0007002021532159634,0.001514696531757963,0.004212045834716267,0.0010459331028176467,0.0009974222016998033,0.0012604866100388331,0.0011749506878714446,0.0007268232575855073,0.0007825684139686506,0.0010149232502243565,0.0006692299133476475,0.0009202234404505423
PEGA,0.0008436565477359711,0.0008060737336016431,0.0008305499083748713,0.0008486097898131365,0.0006797839608453767,0.001121624741269365,0.0008594524801653437,0.0010546433240928251,0.00118289800459151,0.0008642396340268846,0.0008238617627163931,0.0001359157901081283,0.0006697698487859276,0.001418997261221142,0.00027009184241546136,0.000503997611096733,0.0011268341852126355,0.0010860736939942346,0.0011637157322111535,0.0011144351450250935,0.001010559122339243,0.001301840274856108,0.0010459331028176467,0.003563650473483548,0.0014076737846896884,0.0014001724852177554,0.0014526852080631535,0.0008192898721470818,0.0008742701570961953,0.0012635943624461799,0.00024377649840600952,0.0014331023295957948
OLED,0.0007389628673583606,0.0008543635376213731,0.0008371214722968417,0.0008316110487083627,0.0009094698586506603,0.000979971344694845,0.001094758161711535,0.0008942164809494395,0.001079102899823999,0.0008435633429639995,0.0008469520332848605,0.0003005565271967021,0.000673488060014385,0.001539426764371263,0.00029339340425003425,0.0005299642816295886,0.0010542201828385362,0.0008931579926825204,0.0011555469597174768,0.0010502455847117226,0.0009312418712801077,0.0012761889193130928,0.0009974222016998033,0.0014076737846896884,0.003882426259354099,0.0017193835314226295,0.001357067030447407,0.0009708302181796657,0.0008643511129433408,0.0011582438704078521,7.580965422375021e-05,0.0013771087161300753
XPO,0.0010030984634471563,0.001127876897136036,0.0010686359963174776,0.0008384777227968082,0.001415946925813993,0.0010660011465186798,0.0010016685195838395,0.0009415873823888715,0.0009463418494680672,0.0007996503086674176,0.000989667434156609,0.0003530934383702502,0.0009204227694811106,0.0021520566773517505,0.0003759268714163371,0.0007678754298467215,0.0017054474878955585,0.0014053998421016726,0.0015341312682284683,0.0014037172258276232,0.0016048521478839225,0.001487421986093779,0.0012604866100388331,0.0014001724852177554,0.0017193835314226295,0.004976497903416829,0.0022202671169647683,0.0015443727567241766,0.0011490966937944085,0.0018389033431365426,0.00023232988039156803,0.002036669059145213
TREX,0.0008450696801286072,0.0008502593835802992,0.0011049074844318037,0.0006609308975565577,0.0008840901315535829,0.000916072697911087,0.0009005480880658481,0.0009702167409608852,0.0009588024164711545,0.0007549807336319826,0.0008044402732922062,0.0003191222821769447,0.0009335478249095892,0.001988172856716778,0.00036644868697332633,0.0006132137973428845,0.0011092740156308629,0.0008885271690208805,0.0018756830411662793,0.0012706851749560266,0.0009747538875780812,0.0015088394231851437,0.0011749506878714446,0.0014526852080631535,0.001357067030447407,0.0022202671169647683,0.00408100392900567,0.001061466690106544,0.0009689885758547448,0.0016563891863041337,0.0002689925282137622,0.0013859213046289477
MOS,0.0005234315238952106,0.0009107284162805262,0.0006087641744418615,0.0005493510375577437,0.0012985104066244677,0.0004949567946078997,0.00044121238237362876,0.0004259624646677948,0.0005788052036527573,0.0003711896803188659,0.00045698707349172785,0.00019985048749310698,0.000720162094901832,0.0011922764105627604,0.00026108184326940757,0.0005533768119817269,0.0012032998936489403,0.000995759334207238,0.0007747827607955202,0.000939037318286624,0.0011484071289637173,0.0005371189175630762,0.0007268232575855073,0.0008192898721470818,0.0009708302181796657,0.0015443727567241766,0.001061466690106544,0.003572421163781934,0.0005355433396395243,0.0012558069832084798,0.0003744733657689262,0.0014351526651441941
OLLI,0.0004802949973857832,0.0005044510866916307,0.0006605550773972805,0.0004852769299977977,0.0005238797573340489,0.0006383098978313244,0.0005307852368704402,0.0005866216132565645,0.0006717579744839572,0.0004656558844088338,0.0005434284156124511,0.00021477615179476284,0.0005902057020500961,0.000897308116804548,0.0002643615888263504,0.0003770239361424582,0.000571641705625046,0.0003535097231056414,0.0007474954168711817,0.0010784435648795803,0.000406214408566776,0.0011555884376501413,0.0007825684139686506,0.0008742701570961953,0.0008643511129433408,0.0011490966937944085,0.0009689885758547448,0.0005355433396395243,0.003247127300473863,0.001382963477473896,0.00016963212623791708,0.0007083902109653311
DKS,0.0007173295862595685,0.0009208450636414348,0.001272538755398861,0.0006941808768526879,0.0008882163723317206,0.0008076571189555394,0.0007205066518914872,0.0006017841195170868,0.0005807401406879401,0.0005303950645588205,0.0006904453256322599,0.0003907798157670837,0.0009688643241262468,0.0015651648379891824,0.0004970804030438297,0.0008835804338566637,0.0012659996829909217,0.0010162685222164863,0.0015857777822482744,0.0018161217365117313,0.001212146422721215,0.0012909560017402941,0.0010149232502243565,0.0012635943624461799,0.0011582438704078521,0.0018389033431365426,0.0016563891863041337,0.0012558069832084798,0.001382963477473896,0.0040858288197682235,0.0004196126277006833,0.0018657167931931697
VIRT,0.00017498687223512662,0.000288647029614678,0.00017664343996350216,8.845261000152753e-05,0.0003439214046490228,9.389064722322241e-05,0.00012672918632826864,0.00021737002789587207,0.00030251617303626047,0.0001261317562233074,4.77727584826747e-05,0.00011993717416764568,0.0002735626686754838,0.00027151486128652516,0.00018347451284730402,0.00020149116545892286,0.00017963532038395728,0.0001745634481154667,0.00038366209176513065,0.0003659293342855389,0.00024211513222978414,0.00018435231969857822,0.0006692299133476475,0.00024377649840600952,7.580965422375021e-05,0.00023232988039156803,0.0002689925282137622,0.0003744733657689262,0.00016963212623791708,0.0004196126277006833,0.002665188011315023,0.0003643907582985661
JBLU,0.000954326000966809,0.0012425618710503448,0.001073515501672802,0.0005789003883520456,0.00116944555937099,0.0009192778297186041,0.0008246804930197251,0.0006361804196272904,0.0007728116729629754,0.0005950667034456415,0.0006567592287223359,0.0004419590662482508,0.0010046592218199042,0.0018958450603446904,0.0004659719421244103,0.0010209098676754015,0.0018476275369930298,0.001455011837440614,0.0015031083175158432,0.0014701032263474726,0.002448911575688918,0.0011052841321654969,0.0009202234404505423,0.0014331023295957948,0.0013771087161300753,0.002036669059145213,0.0013859213046289477,0.0014351526651441941,0.0007083902109653311,0.0018657167931931697,0.0003643907582985661,0.0048566255473793535
